DriverID,City,SignupDate,LastActiveDate,DaysSinceLastTrip,TotalTrips,TripsPerWeek,HoursOnlinePerDay,Utilisation,AverageDailyEarnings_GHS,EarningsPerWeek,Ratings,CancellationRate,IncentiveParticipation,EngagementScore,churn
295285,Accra,07/04/2023,17/08/2025,126,3423,56,6.4,,669.4,4685.8,4,0.33,0,0.72,1
657258,Takoradi,28/02/2023,26/01/2024,695,3427,35,11.9,0.69,419.3,2935.1,4,0.3,1,0.83,1
553251,Accra,21/06/2022,27/09/2023,816,2936,43,6.3,0.69,345.6,2419.2,5,0.25,1,0.71,1
326608,Accra,08/07/2022,09/08/2025,134,5482,86,9.6,0.51,653.4,4573.8,4,0.18,0,0.87,0
669609,Tamale,24/05/2024,31/05/2024,569,3043,50,10.3,0.58,613.8,4296.6,5,0.25,1,1,1
799221,Accra,24/01/2022,30/01/2023,1056,2696,150,5.7,0.5,541.9,,4,0.2,1,0.44,1
213610,Kumasi,09/05/2022,01/06/2023,934,5174,96,8.4,0.66,564.9,3954.3,5,0.32,1,,1
513949,Cape Coast,16/01/2024,02/04/2025,263,3752,22,8.8,0.79,429.9,3009.3,5,0.27,1,0.6,0
323289,Cape Coast,29/08/2022,09/08/2023,865,562,74,4.9,0.6,481.8,3372.6,5,0.41,1,0.47,1
120563,Accra,09/11/2023,19/02/2024,671,3713,80,,0.62,488.4,3418.8,4,0.13,1,0.63,1
585089,Accra,15/09/2022,01/09/2023,842,200,41,9.6,0.64,,4784.5,4,0.3,0,0.67,1
592176,Kumasi,01/02/2024,11/04/2024,619,3999,110,7.6,0.78,230.5,1613.5,5,0.27,0,0.53,0
244210,Accra,19/12/2023,15/12/2024,371,7659,83,4.9,0.76,409.8,2868.6,5,0.4,1,0.8,1
188958,Accra,07/02/2024,29/07/2025,145,1185,110,6.4,0.63,260.5,1823.5,4,0.37,0,0.28,1
885578,Tamale,23/03/2022,03/12/2022,1114,6528,80,12.4,0.56,260.9,1826.3,5,0.34,1,0.68,1
308803,Accra,04/08/2022,09/07/2025,165,5845,40,9.5,0.66,762.8,5339.6,4,0.34,1,0.69,0
319508,Accra,20/06/2022,06/09/2025,106,,95,7.3,0.48,836.2,5853.4,5,0.39,1,0.72,0
162363,Accra,11/02/2023,09/11/2025,42,4310,57,13.1,0.71,303.9,2127.3,4,0.42,1,0.52,0
631878,Accra,16/04/2022,25/04/2022,1336,7515,35,11.9,0.48,165.6,1159.2,5,0.26,1,0.57,1
901490,Accra,08/04/2022,27/04/2024,603,2209,77,7.6,0.65,377.1,2639.7,5,0.42,1,0.49,1
821180,Accra,07/03/2022,09/05/2025,226,2085,150,8.1,0.5,243.1,1701.7,5,0.28,1,0.8,0
708482,Accra,30/04/2023,05/08/2023,869,1492,115,7.7,0.79,750.5,5253.5,4,0.26,1,1,1
209877,Kumasi,16/07/2023,03/10/2024,444,4740,109,9.4,0.65,501.4,3509.8,4,0.17,0,0.61,1
573130,Accra,25/02/2022,01/10/2022,1177,200,39,7.1,0.77,301.7,2111.9,4,0.25,1,0.42,1
175909,Accra,27/01/2022,14/09/2022,1194,406,104,11.1,0.74,180.3,,5,0.1,1,0.86,1
151940,Accra,29/02/2024,29/07/2025,145,1383,133,4.2,0.68,856.6,5996.2,5,0.38,1,0.54,1
595019,Cape Coast,11/02/2023,25/07/2025,149,200,141,13.1,0.64,913.3,6393.1,5,0.27,1,0.48,0
981601,Cape Coast,21/06/2023,24/01/2024,697,200,28,10.4,0.77,592.1,4144.7,5,0.1,0,0.57,0
568259,Accra,23/02/2024,25/08/2025,118,1303,98,9.9,0.61,365.9,2561.3,5,0.26,0,0.72,0
965126,Kumasi,27/03/2022,26/04/2024,604,2969,89,6.7,0.72,1139.5,7976.5,4,0.39,,1,1
766468,Accra,17/04/2022,27/02/2024,663,7829,150,9.6,0.46,324.3,2270.1,4,0.1,1,0.74,1
430642,Accra,26/09/2022,27/10/2025,55,7120,70,7,0.6,513.3,3593.1,5,0.28,0,0.93,0
301818,Accra,25/09/2023,11/04/2025,254,5356,72,11.5,0.58,535.5,3748.5,3,0.23,1,0.6,1
160403,Accra,09/06/2022,24/11/2022,1123,10376,116,6.1,0.56,575.7,4029.9,4,0.31,1,0.73,1
750228,Kumasi,28/03/2022,16/07/2025,158,3788,103,8.5,0.48,750.9,5256.3,5,0.1,1,1,1
540925,Accra,02/11/2023,18/09/2024,459,6429,136,11.6,0.46,601.7,4211.9,4,0.28,1,0.86,0
727045,Accra,04/02/2023,11/09/2025,101,2756,21,9.1,0.76,531.5,3720.5,4,0.26,1,0.68,0
835756,Accra,13/11/2022,04/07/2025,170,5938,105,7.1,0.61,700.4,4902.8,4,0.24,1,,0
598909,Cape Coast,23/08/2022,01/08/2023,873,2069,114,4,,549.6,3847.2,5,0.34,0,0.52,1
177678,Accra,11/09/2022,23/03/2023,1004,200,97,6.3,0.43,487.3,3411.1,,0.21,0,0.52,1
159317,Kumasi,26/01/2024,20/02/2025,304,3155,147,,0.72,911.7,6381.9,4,0.48,0,0.78,0
984388,Accra,18/10/2022,30/11/2025,21,7902,52,14.7,0.44,491.1,3437.7,5,0.32,1,0.55,0
822779,Accra,30/03/2023,10/09/2024,467,200,66,6.8,,885.4,6197.8,4,0.28,1,0.79,1
777367,Accra,04/10/2023,19/11/2023,763,938,82,,0.52,522.7,3658.9,5,0.29,0,0.59,1
915668,Kumasi,10/05/2022,22/08/2022,1217,4723,123,5.6,0.77,755.1,5285.7,4,0.31,1,,1
987483,Accra,15/05/2022,10/04/2024,620,5745,118,10.5,0.78,888.8,6221.6,4,0.19,1,0.61,1
426406,Accra,24/06/2023,22/02/2024,668,6861,57,8.9,,610.4,4272.8,5,0.31,1,0.68,1
755904,Kumasi,08/05/2024,11/09/2025,101,7054,72,11.4,,837.1,5859.7,4,0.24,1,0.75,0
674670,Accra,24/06/2022,24/06/2025,180,3979,,12.5,0.44,567.7,3973.9,4,0.24,0,1,0
379086,Accra,30/01/2022,20/06/2025,184,258,103,6.2,0.76,280.7,1964.9,4,0.36,1,0.74,0
255905,Accra,05/02/2022,24/04/2023,972,6911,102,12.5,0.44,352.4,2466.8,4,,1,0.65,1
907962,Kumasi,11/11/2023,19/01/2024,702,1403,20,11.1,0.46,654.3,4580.1,4,0.24,1,0.71,1
102634,Accra,01/01/2023,08/02/2025,316,1107,150,5.7,0.51,643.2,4502.4,5,0.25,0,0.83,0
134253,Accra,31/05/2024,06/11/2024,410,8827,51,13,0.5,785,5495,4,0.38,1,0.92,1
439846,Accra,30/11/2022,07/10/2025,75,3029,49,10.3,0.57,872.1,6104.7,4,0.25,1,,0
784661,Accra,03/05/2023,19/11/2025,32,4764,,7.9,0.45,460.7,3224.9,4,0.16,1,1,0
900913,Accra,24/04/2023,10/12/2024,376,,80,12,0.53,473.5,3314.5,4,0.39,0,0.86,1
229447,Kumasi,08/07/2023,11/11/2024,405,4286,80,9.6,0.71,412.3,2886.1,5,0.29,1,0.7,1
127386,Tamale,06/10/2022,25/09/2023,818,4292,61,11.4,0.56,444.4,3110.8,5,0.34,1,0.64,1
247863,Accra,16/07/2023,16/10/2025,66,8808,73,5.3,0.74,432.1,3024.7,,,1,0.62,0
714505,Kumasi,01/04/2023,04/09/2024,473,1095,20,11.5,0.52,392.5,2747.5,5,0.37,1,,1
210295,Kumasi,19/05/2022,06/12/2023,746,4451,20,10,0.58,523.2,3662.4,4,0.4,1,0.96,1
392290,Cape Coast,16/12/2023,20/11/2024,396,5167,103,8.7,0.56,453.5,3174.5,,0.37,0,1,0
962028,Kumasi,07/07/2023,21/05/2024,579,200,80,10.2,0.62,414.6,2902.2,5,0.31,0,0.77,1
796364,Accra,01/07/2022,19/10/2022,1159,1866,122,13.2,0.79,604.7,4232.9,5,0.37,0,0.59,1
967528,Tamale,29/08/2023,03/07/2025,171,200,84,4.6,0.44,697.2,4880.4,,0.1,1,0.65,0
129469,Accra,04/09/2023,12/12/2023,740,6688,,6,0.8,411.4,2879.8,5,0.1,0,0.85,1
736901,Cape Coast,13/04/2023,21/09/2024,456,4291,137,5.3,0.48,764.7,5352.9,4,0.31,1,0.69,1
688160,Accra,09/10/2023,28/02/2024,662,3513,61,16.5,0.47,876.2,6133.4,,0.49,0,0.75,1
419138,Accra,06/02/2024,28/07/2024,511,3322,132,9.2,0.68,433,3031,4,0.29,0,0.27,0
132894,Kumasi,14/10/2023,23/10/2025,59,,145,13.8,0.71,709.7,4967.9,4,0.18,0,0.46,0
895105,Accra,01/08/2023,12/09/2025,100,3661,64,11.4,0.56,,2354.1,5,0.11,0,,0
872169,Kumasi,22/03/2023,23/07/2024,516,4902,111,7.2,0.7,537.1,3759.7,5,0.13,0,0.9,1
864227,Accra,21/06/2023,05/12/2023,747,1555,108,9.7,0.57,519.5,3636.5,4,0.25,0,0.73,1
144310,Kumasi,18/10/2023,20/10/2023,793,6641,81,9.6,0.69,585.2,4096.4,5,0.43,1,0.73,1
800877,Accra,17/10/2023,12/12/2023,740,7147,105,12.2,,580.1,4060.7,5,,1,0.84,1
451926,Accra,14/11/2022,17/12/2025,4,2431,110,10.3,0.55,192.5,1347.5,5,0.46,1,0.54,0
894755,Accra,22/12/2022,04/03/2024,657,1047,71,10.5,0.43,849.2,5944.4,4,0.5,1,0.79,1
554048,Accra,09/05/2023,28/01/2025,327,4586,64,10.2,0.56,340.6,2384.2,4,0.3,1,0.1,1
694747,Kumasi,21/08/2022,25/08/2025,118,5841,119,10.5,0.73,344.5,2411.5,5,0.49,1,0.64,0
777298,Accra,04/04/2024,13/08/2024,495,1951,,4,0.73,740.7,5184.9,5,0.41,1,0.86,1
226193,Kumasi,02/04/2022,04/10/2025,78,3727,74,11.1,0.52,576,4032,5,0.36,1,0.76,1
418629,Accra,29/03/2023,02/11/2025,49,2746,82,6.1,0.6,215.6,1509.2,4,0.38,1,1,0
241110,Accra,12/11/2022,24/02/2024,666,200,131,7.5,0.54,387.2,2710.4,4,0.31,1,0.66,1
711752,Kumasi,27/02/2023,12/01/2024,709,200,,11,0.64,549,3843,3,0.21,,0.44,1
212848,Accra,24/09/2022,24/01/2023,1062,7784,50,10.2,0.75,407.4,,,,,0.67,1
349416,Accra,09/06/2022,08/11/2023,774,247,118,8.9,0.62,470.8,3295.6,5,0.33,1,0.77,1
891815,Accra,07/11/2022,08/05/2023,958,2831,132,9.9,0.49,471,3297,5,0.3,1,0.91,1
543915,Takoradi,11/01/2022,03/08/2023,871,8630,126,5,0.53,304.1,2128.7,5,0.34,1,0.58,1
199354,Accra,01/01/2022,26/07/2023,879,2358,78,10.3,0.62,624.8,4373.6,,0.24,0,0.59,1
113369,Accra,20/06/2023,31/10/2024,416,6561,,8.3,0.57,693.5,4854.5,4,0.37,1,0.78,1
977346,Takoradi,14/04/2024,25/01/2025,330,2731,25,8.6,0.73,304.4,,4,0.23,1,1,1
300130,Accra,16/02/2024,18/12/2025,3,4844,90,9.5,0.43,817.9,5725.3,4,0.33,1,0.69,0
463011,Accra,18/05/2024,21/12/2024,365,3187,,4.8,0.5,419.3,2935.1,4,0.15,1,0.76,1
592461,Accra,20/05/2022,14/02/2023,1041,263,88,7.5,0.78,962.8,6739.6,4,0.3,0,0.46,1
558760,Accra,21/10/2022,03/06/2023,932,6954,41,10.7,0.72,496.9,3478.3,4,0.35,1,0.63,1
461483,Accra,26/04/2023,03/07/2023,902,3330,125,6.8,0.8,850.8,5955.6,4,0.25,0,0.61,1
482907,Cape Coast,02/07/2023,06/09/2024,471,1187,39,9.2,,204.8,1433.6,4,0.24,1,0.29,1
299570,Accra,09/01/2022,17/01/2024,704,1390,113,9.4,0.41,737.7,5163.9,5,0.33,0,0.78,1
518135,Accra,19/05/2023,25/01/2025,330,1113,,4,0.68,343.4,2403.8,5,0.49,1,0.66,0
518494,Accra,13/02/2024,01/09/2024,476,3910,114,13.4,0.75,317.4,2221.8,4,0.19,1,0.52,1
750761,Accra,04/05/2023,21/04/2025,244,7775,110,6.4,0.78,209.9,1469.3,4,0.21,0,0.88,0
714873,Cape Coast,03/11/2022,24/11/2022,1123,2403,55,7.2,0.42,590.2,4131.4,4,0.19,1,0.47,1
754459,Accra,10/01/2022,20/10/2025,62,8007,68,9.3,0.42,,3486.7,4,0.27,1,1,0
902983,Accra,24/02/2024,03/07/2024,536,690,150,4.8,0.65,295.5,2068.5,,0.3,1,0.63,1
719694,Accra,17/03/2023,09/04/2025,256,,150,5.7,0.67,757.4,5301.8,5,0.35,1,0.39,0
972362,Cape Coast,28/03/2024,11/04/2024,619,7326,40,7.9,0.58,517.1,3619.7,5,0.37,1,0.64,1
494048,Takoradi,27/10/2022,16/07/2023,889,7159,20,12.9,0.78,335.7,2349.9,5,0.36,1,0.75,1
289310,Accra,04/09/2023,11/10/2023,802,5310,92,6.1,0.75,649,4543,,0.3,1,0.96,1
101076,Cape Coast,25/08/2022,25/10/2023,788,3775,54,4,0.57,360.3,,5,0.38,1,0.76,1
886329,Accra,26/03/2024,17/05/2024,583,6781,114,4.9,0.62,550.7,3854.9,4,0.29,1,0.45,1
259270,Accra,08/01/2022,30/07/2023,875,4455,51,5.8,0.73,433.4,3033.8,5,0.3,0,1,1
465944,Cape Coast,16/07/2023,17/07/2025,157,4322,99,9.5,0.64,266.1,1862.7,4,0.37,1,0.63,1
570770,Accra,18/01/2023,20/11/2023,762,1096,137,11.6,0.48,620.7,4344.9,4,0.27,,0.81,1
933110,Accra,13/07/2022,05/10/2023,808,1201,24,5.1,0.51,932.6,6528.2,,0.34,0,0.45,1
388155,Accra,26/02/2023,22/11/2023,760,5509,68,11.2,0.5,105.5,738.5,4,0.22,1,0.71,1
985464,Accra,29/07/2023,10/12/2023,742,2930,91,6.4,0.57,471.9,3303.3,4,0.28,1,0.61,1
822271,Accra,24/03/2023,28/03/2025,268,6207,86,5.7,0.69,193.1,1351.7,4,0.48,1,0.43,1
198328,Accra,09/02/2023,27/07/2025,147,6860,82,7.1,0.59,432.1,3024.7,4,0.23,1,0.88,0
181119,Accra,13/09/2022,29/06/2025,175,200,118,10.2,,916.7,6416.9,5,0.31,,0.75,1
818835,Kumasi,17/06/2022,22/06/2024,547,1840,55,7.9,0.76,326.1,2282.7,4,0.42,1,0.69,1
107943,Accra,03/01/2024,13/05/2024,587,1647,56,,0.67,,3810.8,4,0.33,1,0.75,1
425144,Tamale,25/01/2024,10/05/2024,590,8555,150,7.3,0.42,586.4,4104.8,5,0.29,1,0.89,1
817972,Kumasi,24/10/2023,30/06/2024,539,3585,79,4,0.53,459.2,3214.4,5,0.28,1,0.83,1
360462,Accra,04/02/2023,09/03/2025,287,5047,20,8.7,0.73,100,700,4,0.37,1,0.26,1
267170,Accra,28/04/2024,13/11/2024,403,1627,20,8.3,0.47,650.7,4554.9,5,0.2,1,0.52,1
515290,Accra,23/01/2023,18/04/2023,978,4166,102,7.9,0.76,514.2,3599.4,5,0.32,1,0.88,1
863001,Accra,14/08/2022,09/05/2023,957,2293,51,,0.66,,4256,4,0.23,0,1,1
714524,Accra,27/09/2022,24/07/2025,150,200,104,5.8,0.67,559.7,3917.9,4,0.47,0,1,0
242184,Accra,23/03/2022,01/10/2022,1177,2203,96,10.3,0.46,548.5,3839.5,5,0.2,1,0.45,1
237011,Accra,09/03/2023,10/05/2024,590,4697,20,8.6,0.65,748.1,5236.7,5,0.27,1,0.83,1
257400,Accra,03/10/2023,11/09/2024,466,14216,102,11.8,0.74,396.1,2772.7,4,0.2,0,0.59,0
748794,Accra,03/09/2022,09/12/2022,1108,200,87,8.9,0.58,817,5719,5,0.36,1,0.78,1
731673,Accra,14/06/2023,04/08/2024,504,3691,79,11.9,0.42,110.8,775.6,5,0.36,0,0.69,1
792403,Accra,22/02/2024,08/11/2024,408,4751,58,5.8,0.61,376.4,2634.8,5,0.24,1,0.62,1
965523,Accra,30/03/2024,10/05/2025,225,6484,20,7,0.7,427.6,2993.2,4,0.23,0,0.49,1
990158,Kumasi,20/09/2023,09/04/2024,621,2885,53,13.1,0.58,677.9,4745.3,5,0.23,1,0.97,1
686257,Accra,12/12/2023,10/11/2025,41,6242,51,4.8,0.73,289.6,2027.2,4,0.38,1,0.84,0
565058,Kumasi,03/12/2023,31/01/2024,690,6146,44,4.9,0.49,326.4,2284.8,4,0.36,1,0.98,1
518086,Accra,06/10/2022,11/09/2024,466,6624,141,6,0.42,302.5,2117.5,5,0.25,0,0.84,0
561491,Kumasi,19/10/2022,04/02/2024,686,,71,9.7,0.77,687.5,4812.5,4,0.32,1,0.93,0
481522,Accra,27/10/2023,20/01/2025,335,200,50,13.2,,703.6,4925.2,4,,,0.48,0
324876,Accra,31/01/2024,13/05/2025,222,6211,103,4,0.48,529.2,3704.4,4,0.18,1,0.5,1
559281,Accra,29/06/2023,12/10/2024,435,4454,150,9.1,0.79,463.7,3245.9,4,,,0.63,0
218409,Accra,08/04/2024,08/04/2025,257,200,150,,0.78,617.1,4319.7,5,0.28,1,0.51,0
444707,Accra,03/10/2022,26/12/2024,360,5816,20,8.9,0.73,,3927,5,0.36,1,0.4,1
863148,Accra,27/02/2023,12/09/2023,831,2694,107,4,0.65,336.3,2354.1,4,0.27,0,0.58,1
248010,Takoradi,12/07/2022,15/12/2025,6,7059,41,10.1,0.67,300.1,2100.7,5,0.38,1,0.72,1
995152,Accra,23/05/2024,25/11/2025,26,3301,119,10.7,0.71,516.4,3614.8,4,,1,0.47,1
846415,Kumasi,12/03/2022,15/06/2023,920,5732,39,5.7,,786.4,5504.8,5,,1,0.43,1
513059,Kumasi,06/07/2022,03/04/2023,993,5456,57,4,0.57,,2638.3,5,0.18,1,0.64,1
285333,Accra,20/05/2022,13/10/2022,1165,794,137,4,0.57,,4832.8,4,,1,1,1
850524,Accra,24/10/2022,10/12/2022,1107,7995,56,8.2,0.61,718.9,5032.3,5,0.39,1,0.79,1
628197,Accra,24/04/2022,19/12/2025,2,1549,97,6.2,0.52,580.4,4062.8,4,0.32,1,1,0
445625,Accra,15/10/2023,29/03/2024,632,1244,141,10.9,0.48,427.5,2992.5,4,0.28,,0.71,1
110856,Accra,12/04/2023,15/12/2024,371,7013,88,12.4,0.43,570.9,3996.3,4,0.28,1,0.58,1
531476,Accra,25/09/2023,26/12/2023,726,,72,5.1,0.48,559,3913,5,0.34,1,0.56,1
989735,Accra,09/04/2023,08/06/2024,561,10540,81,9.7,0.68,447,3129,4,0.37,1,0.87,1
592558,Accra,06/10/2022,07/03/2023,1020,631,109,6.6,0.6,497.3,,5,0.37,0,0.55,1
235442,Kumasi,19/12/2023,13/04/2025,252,6016,46,9.7,0.77,335.2,2346.4,5,0.45,1,0.76,0
484062,Accra,30/09/2023,01/08/2024,507,5327,99,13.4,0.48,330.6,,4,0.31,0,0.88,1
465677,Kumasi,19/05/2023,10/06/2024,559,7804,127,7,0.56,305.3,2137.1,5,0.19,0,0.66,0
685162,Kumasi,12/07/2022,09/12/2025,12,8368,134,9.8,0.51,334.7,2342.9,4,0.24,,1,1
823911,Accra,25/11/2022,17/02/2023,1038,6242,89,4,0.44,642.9,4500.3,5,0.26,1,0.54,1
170400,Accra,20/01/2022,12/12/2022,1105,5577,68,8.5,0.42,750.1,5250.7,4,0.16,1,0.78,1
970691,Kumasi,05/06/2022,10/09/2025,102,4001,20,11.6,0.69,258.9,1812.3,5,0.33,1,0.96,0
182844,Accra,20/02/2022,12/02/2025,312,4072,75,4.9,0.79,624.8,4373.6,5,0.22,1,0.72,0
498645,Accra,02/07/2023,11/02/2024,679,6694,51,7.9,0.6,869.4,6085.8,5,0.38,1,0.55,1
701601,Accra,23/01/2022,25/09/2022,1183,5766,68,5.2,0.41,514,3598,4,0.33,1,0.8,1
464475,Accra,10/07/2022,08/09/2022,1200,5756,35,8,0.75,,4925.9,4,0.22,1,1,1
852951,Accra,15/04/2022,07/10/2023,806,3785,74,11.7,0.45,485.3,3397.1,5,0.21,1,0.7,1
406946,Cape Coast,16/10/2022,07/03/2024,654,,104,5.9,0.45,367.2,2570.4,5,0.19,1,0.72,1
571671,Accra,03/10/2022,16/10/2025,66,2112,100,4.2,0.43,212.9,1490.3,5,0.31,1,0.67,0
183956,Takoradi,09/05/2022,26/11/2023,756,2305,88,13.6,0.43,571.2,3998.4,4,0.28,0,0.71,1
415016,Kumasi,03/01/2024,12/03/2024,649,4716,77,,0.69,562.6,3938.2,4,0.34,1,0.85,1
820203,Kumasi,25/03/2023,19/12/2024,367,7311,60,6.4,0.49,436,3052,4,0.43,0,,1
802174,Accra,15/01/2024,15/02/2025,309,3771,82,8.7,0.52,712.9,4990.3,4,0.32,1,0.95,1
858362,Accra,09/01/2022,22/03/2024,639,1395,128,6.6,0.58,409,2863,5,,1,0.46,1
862380,Cape Coast,27/08/2022,26/07/2023,879,200,52,10.5,0.51,276.9,,4,0.25,0,1,1
890358,Accra,03/04/2022,06/02/2023,1049,2690,66,9.5,0.51,395.5,2768.5,4,0.4,0,0.6,1
692783,Kumasi,04/06/2022,10/08/2025,133,,69,9.3,0.5,432,3024,5,0.27,1,0.66,0
571777,Accra,16/01/2022,02/07/2022,1268,6485,20,8.4,0.62,625.8,4380.6,5,0.26,1,0.64,1
888910,Accra,21/05/2023,19/08/2025,124,6082,115,8.9,0.54,791.5,5540.5,5,0.32,1,0.6,1
293948,Accra,11/08/2022,01/10/2023,812,1677,20,6.7,0.68,528.5,3699.5,5,0.12,1,0.83,1
144183,Cape Coast,17/12/2022,17/08/2023,857,5030,118,10,0.56,392.7,2748.9,4,0.37,1,,1
474151,Accra,07/03/2023,10/05/2024,590,4298,63,10.6,0.55,556.8,3897.6,4,0.2,1,1,0
725533,Accra,16/11/2022,10/08/2025,133,937,138,5.5,0.75,317.2,2220.4,4,0.26,0,0.54,1
996991,Accra,15/03/2024,30/03/2024,631,5146,95,11.9,0.53,547.5,3832.5,4,0.32,1,0.48,1
647079,Accra,29/03/2024,25/08/2025,118,4232,41,6.2,0.74,844.2,5909.4,4,0.26,1,0.87,0
509853,Kumasi,26/05/2023,23/07/2023,882,6483,45,7,,164.5,1151.5,5,0.34,1,0.63,1
402417,Accra,16/01/2023,06/02/2025,318,3710,131,12.6,0.68,323.5,2264.5,4,0.39,1,0.63,0
350766,Accra,20/04/2023,09/06/2024,560,8338,48,7.7,0.52,192.6,1348.2,4,0.18,1,0.49,1
503189,Takoradi,15/12/2023,08/07/2025,166,2271,129,11.4,0.61,752.8,5269.6,5,0.34,0,0.74,0
909523,Tamale,21/03/2024,03/04/2025,262,200,94,6.9,0.42,227.4,1591.8,4,0.24,1,0.41,0
301696,Accra,02/02/2022,07/06/2024,562,4630,79,8.1,0.41,503.9,3527.3,4,0.19,1,0.6,1
373775,Accra,05/12/2022,18/02/2025,306,,150,6.8,0.46,487,3409,4,0.21,0,0.7,0
994971,Kumasi,24/03/2022,23/10/2024,424,681,150,4,0.59,370.1,2590.7,5,0.32,0,1,1
232762,Cape Coast,13/05/2024,24/06/2024,545,3234,72,9.3,0.73,572.4,4006.8,5,0.24,0,0.99,1
188560,Accra,08/02/2024,07/03/2025,289,5765,73,6.7,0.66,612.5,4287.5,5,0.31,0,0.47,1
720877,Accra,30/05/2022,21/09/2023,822,200,118,4.7,0.57,511.6,3581.2,5,0.29,0,0.52,1
957370,Accra,27/02/2022,14/05/2024,586,,143,7.3,0.58,204.2,1429.4,4,0.35,1,0.59,1
394481,Accra,30/09/2022,10/08/2023,864,4828,110,5.8,0.8,323.8,2266.6,5,0.23,0,0.98,1
300473,Cape Coast,05/03/2024,31/05/2024,569,2755,68,6.8,0.56,379.9,2659.3,4,,1,0.5,1
148419,Accra,06/02/2023,21/12/2025,0,6541,29,4,0.53,798.6,5590.2,3,0.24,0,,1
768182,Accra,15/03/2022,30/05/2024,570,4118,87,15.2,0.56,726.4,5084.8,4,0.33,1,0.62,1
834404,Accra,11/07/2023,16/07/2024,523,2456,118,4.2,0.78,271.3,1899.1,5,0.26,0,0.62,0
925873,Accra,27/04/2023,02/05/2024,598,6336,69,11.4,0.43,525.2,3676.4,5,0.27,1,0.98,1
773403,Kumasi,05/07/2022,06/11/2022,1141,5140,74,9.6,0.65,930.9,6516.3,5,0.33,1,0.51,1
152214,Accra,16/07/2022,28/03/2024,633,200,99,7.5,0.75,922.7,6458.9,4,0.31,0,0.83,1
692377,Accra,11/05/2024,01/03/2025,295,2922,48,5.2,0.61,523.3,3663.1,4,,1,0.71,1
826853,Accra,14/09/2022,18/02/2024,672,2377,59,8.6,0.55,526.9,3688.3,5,0.35,0,0.8,1
307156,Cape Coast,16/04/2024,18/02/2025,306,2958,83,8.8,0.54,817.9,5725.3,4,0.27,1,0.58,1
504895,Accra,26/01/2023,11/04/2023,985,4964,71,8.6,0.43,277.6,1943.2,4,0.31,1,0.59,1
295174,Accra,28/04/2024,24/07/2025,150,200,98,6.8,0.61,,3852.1,5,0.25,1,0.97,0
516319,Kumasi,13/01/2022,15/06/2024,554,6902,78,8.4,0.73,594.7,4162.9,5,0.27,0,0.5,1
868290,Tamale,05/05/2022,15/07/2024,524,2349,,11.1,0.7,430.7,3014.9,5,0.2,1,0.86,1
133152,Kumasi,26/02/2024,15/09/2024,462,,20,5.3,0.54,100,700,4,0.29,1,0.1,1
640684,Cape Coast,02/01/2024,04/12/2025,17,2319,121,6.8,0.75,526.4,3684.8,4,0.31,0,0.67,0
123838,Accra,12/09/2022,01/06/2024,568,3046,69,4,0.46,480.6,3364.2,5,0.3,1,,0
699881,Cape Coast,30/01/2023,21/02/2024,669,9650,89,6.4,0.73,541.2,,5,,1,0.29,1
373132,Accra,29/02/2024,17/10/2024,430,890,,7.1,,341,2387,5,0.1,1,0.78,1
439373,Tamale,30/03/2023,01/11/2024,415,2439,112,14.4,0.72,,2129.4,4,0.29,1,0.82,0
635917,Accra,11/09/2022,12/01/2025,343,2033,44,5.7,0.78,560.5,3923.5,4,0.23,0,0.76,1
841693,Kumasi,26/01/2024,13/01/2025,342,8829,122,5.1,0.77,381.7,2671.9,5,0.42,0,0.66,1
829081,Accra,04/02/2022,22/02/2022,1398,200,150,5.8,0.41,388.9,2722.3,4,0.25,1,0.4,1
667694,Accra,23/07/2022,03/04/2024,627,6607,150,9.1,0.61,599.9,4199.3,4,0.39,1,0.67,1
973343,Accra,17/04/2023,08/02/2025,316,200,25,5.7,0.46,699.8,4898.6,5,0.17,1,0.51,1
550470,Accra,29/02/2024,21/03/2025,275,1624,137,4,0.6,505.3,3537.1,5,0.29,1,0.55,0
357177,Accra,07/04/2022,16/03/2023,1011,,42,,0.6,548.7,3840.9,4,0.29,1,0.62,1
365399,Accra,18/06/2023,25/09/2024,452,7073,43,4.6,0.65,522.9,3660.3,5,0.41,1,0.47,0
833177,Accra,13/11/2023,26/05/2024,574,3283,41,11,0.47,767.2,5370.4,4,0.18,0,0.47,1
654985,Tamale,02/08/2022,25/04/2023,971,5543,97,9,0.64,452,3164,4,,1,1,1
116029,Accra,30/04/2023,13/09/2025,99,2030,136,4.5,0.55,304.6,2132.2,5,0.23,1,0.84,1
585909,Accra,03/02/2023,15/01/2024,706,4189,20,6.5,0.62,,2131.5,4,0.24,1,1,1
188499,Takoradi,29/11/2023,28/12/2024,358,7106,41,5.1,0.76,548.4,3838.8,5,0.27,1,0.7,0
902078,Accra,16/11/2022,19/08/2023,855,5895,64,7.5,0.79,542.9,3800.3,5,0.29,1,0.56,1
890296,Accra,27/11/2022,04/05/2025,231,5679,86,6.2,0.45,306,2142,5,0.36,1,0.48,1
172246,Tamale,12/06/2022,08/02/2023,1047,200,81,4,,439.3,3075.1,5,0.35,0,0.98,1
480322,Kumasi,07/10/2023,06/01/2024,715,2147,85,10,0.48,294.4,2060.8,5,0.31,1,0.61,1
115316,Accra,16/01/2024,14/11/2024,402,4384,30,8.4,0.7,391.7,2741.9,5,0.26,1,0.71,1
